part,condition,model,acc_mean,acc_std,ece_mean,lat_mean,depth,n_seeds
adv,fgsm_4,undefended,0.19305555555555554,0.048650777467047206,0.6980380417986048,0.0007083114650514392,,3
adv,fgsm_4,undefended_vgg,0.4625000000000001,0.016666666666666663,0.5151140183210373,0.003575390577316284,,3
adv,fgsm_8,cardnet,0.39999999999999997,0.012499999999999976,0.23278310781137812,0.5364641487598419,94.70972442626953,3
adv,fgsm_8,pgd_at,0.3736111111111111,0.03543708561714745,0.08524850308895111,0.0010753088527255589,,3
adv,fgsm_8,rand_smooth,0.3263888888888889,0.013393959390267997,0.08523919013225371,0.017108221186531915,,3
adv,fgsm_8,trades,0.2347222222222222,0.033420026154211004,0.05441742789828114,0.0006765587462319268,,3
adv,fgsm_8,undefended,0.1513888888888889,0.03367876570272817,0.697229990363121,0.0006806641817092895,,3
adv,fgsm_8,undefended_vgg,0.37916666666666665,0.02500000000000001,0.5792905970580048,0.0031906730598873566,,3
adv,pgd10_2,cardnet,0.5416666666666666,0.014433756729740673,0.36547957538730563,0.5289738446474075,74.20972188313802,3
adv,pgd10_2,pgd_at,0.5958333333333333,0.004166666666666652,0.13206822476867172,0.0013027711047066584,,3
adv,pgd10_2,rand_smooth,0.5236111111111111,0.00962250448649381,0.12882995721366672,0.020170813467767505,,3
adv,pgd10_2,trades,0.3527777777777778,0.010485881160098263,0.09274370219144557,0.0008132530583275689,,3
adv,pgd10_2,undefended,0.027777777777777776,0.010485881160098262,0.9683937564078304,0.0008426000674565632,,3
adv,pgd10_2,undefended_vgg,0.30277777777777776,0.022948210613692087,0.6955698658194805,0.003699142071935866,,3
adv,pgd10_4,cardnet,0.5013888888888889,0.00962250448649373,0.3284417001220088,0.5488447354899513,79.5625,3
adv,pgd10_4,pgd_at,0.5236111111111111,0.00962250448649384,0.10770853352215555,0.001304061876402961,,3
adv,pgd10_4,rand_smooth,0.45416666666666666,0.016666666666666677,0.07632627139488855,0.02042526337835524,,3
adv,pgd10_4,trades,0.3055555555555555,0.01878854063676207,0.0696760253670315,0.0008746001455518935,,3
adv,pgd10_4,undefended,0.0,0.0,0.9993173919618129,0.0008582979440689087,,3
adv,pgd10_4,undefended_vgg,0.08888888888888889,0.012028130608117209,0.9049749850812886,0.004100683331489563,,3
adv,pgd10_8,abl_no_detect,0.3986111111111111,0.0024056261216234723,0.06399406147085959,0.6307285553879208,100.0,3
adv,pgd10_8,abl_no_fusion,0.3819444444444444,0.014632852434517707,0.06815892727010779,0.5670384933551152,94.28472391764323,3
adv,pgd10_8,abl_no_purify,0.3055555555555555,0.019245008972987525,0.1377653986732993,0.019945729772249857,0.0,3
adv,pgd10_8,abl_no_smooth,0.24027777777777778,0.017347216662217755,0.06446539894160297,0.5483232335911857,94.28472391764323,3
adv,pgd10_8,abl_single_teacher,0.4291666666666667,0.03254270698294442,0.2525502076269024,0.5682419055038028,94.28472391764323,3
adv,pgd10_8,cardnet,0.3819444444444444,0.014632852434517707,0.21392524398656354,0.5670384933551152,94.28472391764323,3
adv,pgd10_8,pgd_at,0.33055555555555555,0.02774303382699751,0.1019934420577354,0.0013346287939283582,,3
adv,pgd10_8,rand_smooth,0.30694444444444446,0.017347216662217804,0.10444114545567168,0.01976013912094964,,3
adv,pgd10_8,trades,0.2263888888888889,0.029265704869035365,0.05564609109941456,0.0008352253172132703,,3
adv,pgd10_8,undefended,0.0,0.0,0.9999987588988409,0.0010546525319417319,,3
adv,pgd10_8,undefended_vgg,0.002777777777777778,0.0024056261216234406,0.9968884873721335,0.00383426480823093,,3
adv,pgd40_8,cardnet,0.39166666666666666,0.03254270698294436,0.2232569266938501,1.043127801683214,97.3361104329427,3
adv,pgd40_8,pgd_at,0.3277777777777778,0.03640372895022545,0.1062639676862293,0.0034829384750790066,,3
adv,pgd40_8,rand_smooth,0.2916666666666667,0.011023963796102435,0.11178554207500484,0.07406312425931295,,3
adv,pgd40_8,trades,0.225,0.02732266051792499,0.05638714246451856,0.0019595119688245984,,3
adv,pgd40_8,undefended,0.0,0.0,1.0,0.0021785603629218206,,3
adv,pgd40_8,undefended_vgg,0.001388888888888889,0.0024056261216234406,0.9985875465803676,0.005471659037801954,,3
corr,brightness_s3,cardnet,0.48,,0.31535420507192613,0.7426332068443299,88.7300033569336,1
corr,brightness_s3,pgd_at,0.5,,0.14411712288856507,0.0020815110206604003,,1
corr,brightness_s3,rand_smooth,0.53,,0.19940663903951641,0.027313382625579835,,1
corr,brightness_s3,trades,0.26,,0.06294045343995094,0.0010281968116760253,,1
corr,brightness_s3,undefended,0.84,,0.11334538877010342,0.0010091042518615722,,1
corr,brightness_s3,undefended_vgg,0.86,,0.13649792373180397,0.005605149269104004,,1
corr,brightness_s5,cardnet,0.26333333333333336,0.030550504633038947,0.12297336188455422,0.7090263430277507,111.67000071207683,3
corr,brightness_s5,pgd_at,0.27,0.02000000000000001,0.13075332368413609,0.0014934937159220378,,3
corr,brightness_s5,rand_smooth,0.25333333333333335,0.03055050463303895,0.13153336038192112,0.019087249437967937,,3
corr,brightness_s5,trades,0.14666666666666667,0.05131601439446884,0.19051018784443538,0.0009565385182698569,,3
corr,brightness_s5,undefended,0.7366666666666667,0.06429100507328643,0.202587199062109,0.0008378887176513672,,3
corr,brightness_s5,undefended_vgg,0.7733333333333333,0.04163331998932266,0.20569397081931431,0.0046913878122965495,,3
corr,contrast_s3,cardnet,0.18,,0.04088557936251164,0.8529560256004334,130.61000061035156,1
corr,contrast_s3,pgd_at,0.24,,0.1368875528872013,0.0017940235137939454,,1
