seed,condition,model,n,accuracy,ece,latency_s,mean_conf,part,mean_depth,p_accept,p_defer,p_flag,eot,bpda
1,cw,undefended,100,0.01,0.8921905779838561,0.0009557819366455078,0.902190625667572,adv,,,,,,
1,cw,undefended_vgg,100,0.0,0.8815188157558441,0.004237802028656006,0.8815188407897949,adv,,,,,,
1,cw,pgd_at,100,0.4,0.15331666514277462,0.0015594005584716798,0.4548526406288147,adv,,,,,,
1,cw,trades,100,0.4,0.15645366579294206,0.0010513687133789063,0.2760567367076874,adv,,,,,,
1,cw,rand_smooth,100,0.62,0.21520261228084564,0.024863126277923583,0.4070099890232086,adv,,,,,,
1,cw,cardnet,100,0.59,0.41512647755444054,0.6249969768524171,0.17487353086471558,adv,84.05000305175781,0.67,0.26,0.07,,
0,bpda_pgd10_4,cardnet,120,0.49166666666666664,0.3207605251421531,0.3962285002072652,0.17090614140033722,adaptive,69.36666870117188,0.6416666666666667,0.325,0.03333333333333333,1.0,True
0,bpda_pgd10_4,abl_no_fusion,120,0.49166666666666664,0.15632259224851927,0.3962285002072652,0.3938392698764801,adaptive,69.36666870117188,1.0,0.0,0.0,1.0,True
0,bpda_pgd10_4,abl_no_smooth,120,0.31666666666666665,0.16259866400311387,0.38396220008532206,0.18119685351848602,adaptive,69.36666870117188,0.7,0.275,0.025,1.0,True
0,bpda_pgd10_4,abl_no_purify,120,0.5,0.32914517776419716,0.012783187627792358,0.1708548218011856,adaptive,0.0,0.65,0.325,0.025,1.0,True
0,bpda_pgd10_4,abl_no_detect,120,0.5166666666666667,0.1438633218407631,0.512206087509791,0.4013664126396179,adaptive,100.0,0.9916666666666667,0.008333333333333333,0.0,1.0,True
0,oblivious_pgd10_4,cardnet,120,0.525,0.35373694549004236,0.4060013433297475,0.17126303911209106,adaptive,70.93333435058594,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.0,False
0,oblivious_pgd10_4,abl_no_fusion,120,0.525,0.15385778384904064,0.4060013433297475,0.3968687653541565,adaptive,70.93333435058594,1.0,0.0,0.0,0.0,False
0,oblivious_pgd10_4,abl_no_smooth,120,0.35,0.170393358108898,0.3928614755471547,0.17960664629936218,adaptive,70.93333435058594,0.725,0.23333333333333334,0.041666666666666664,0.0,False
0,oblivious_pgd10_4,abl_no_purify,120,0.4666666666666667,0.2965881624569495,0.014310642083485921,0.17007851600646973,adaptive,0.0,0.6416666666666667,0.31666666666666665,0.041666666666666664,0.0,False
0,oblivious_pgd10_4,abl_no_detect,120,0.5083333333333333,0.18371745832264424,0.5323413113753,0.3988749086856842,adaptive,100.0,1.0,0.0,0.0,0.0,False
0,bpda_pgd10_8,cardnet,120,0.36666666666666664,0.2010820069039861,0.4310442229111989,0.16558465361595154,adaptive,83.43333435058594,0.6083333333333333,0.36666666666666664,0.025,1.0,True
0,bpda_pgd10_8,abl_no_fusion,120,0.36666666666666664,0.12952279684444268,0.4310442229111989,0.38048478960990906,adaptive,83.43333435058594,0.9916666666666667,0.008333333333333333,0.0,1.0,True
0,bpda_pgd10_8,abl_no_smooth,120,0.24166666666666667,0.0796600597600142,0.41921652952829996,0.17863693833351135,adaptive,83.43333435058594,0.7166666666666667,0.25,0.03333333333333333,1.0,True
0,bpda_pgd10_8,abl_no_purify,120,0.2916666666666667,0.12642372374733288,0.013886749744415283,0.16524295508861542,adaptive,0.0,0.6083333333333333,0.35,0.041666666666666664,1.0,True
0,bpda_pgd10_8,abl_no_detect,120,0.44166666666666665,0.11088698146243889,0.517946602900823,0.3863653838634491,adaptive,100.0,0.9916666666666667,0.008333333333333333,0.0,1.0,True
0,oblivious_pgd10_8,cardnet,120,0.425,0.259815014898777,0.45820940335591637,0.16518498957157135,adaptive,89.94166564941406,0.6166666666666667,0.325,0.058333333333333334,0.0,False
0,oblivious_pgd10_8,abl_no_fusion,120,0.425,0.14306424371898174,0.45820940335591637,0.37995612621307373,adaptive,89.94166564941406,1.0,0.0,0.0,0.0,False
0,oblivious_pgd10_8,abl_no_smooth,120,0.24166666666666667,0.07112181323270002,0.4459161162376404,0.18101271986961365,adaptive,89.94166564941406,0.7666666666666667,0.2,0.03333333333333333,0.0,False
0,oblivious_pgd10_8,abl_no_purify,120,0.2916666666666667,0.12645911847551664,0.012670465310414632,0.16745443642139435,adaptive,0.0,0.6166666666666667,0.325,0.058333333333333334,0.0,False
0,oblivious_pgd10_8,abl_no_detect,120,0.43333333333333335,0.1612206730991602,0.5110303123792013,0.38770535588264465,adaptive,100.0,0.9916666666666667,0.008333333333333333,0.0,0.0,False
0,clean,undefended,240,0.9041666666666667,0.06833443132539593,0.010364498694737751,0.9628795385360718,adv,,,,,,
0,clean,undefended_vgg,240,0.9,0.08625761320193615,0.007126388947168986,0.9794877767562866,adv,,,,,,
0,clean,pgd_at,240,0.6583333333333333,0.15441359225660567,0.0011273423830668132,0.5039197206497192,adv,,,,,,
0,clean,trades,240,0.4083333333333333,0.1395845982556542,0.0006500919659932455,0.2764033377170563,adv,,,,,,
0,clean,rand_smooth,240,0.5875,0.16222860651711626,0.014988631010055542,0.4330596327781677,adv,,,,,,
0,clean,cardnet,240,0.5958333333333333,0.4122205229165653,0.47209253907203674,0.18361282348632812,adv,64.74166870117188,0.7125,0.24583333333333332,0.041666666666666664,,
0,clean,abl_no_fusion,240,0.5958333333333333,0.16915402921537556,0.47209253907203674,0.4347139596939087,adv,64.74166870117188,1.0,0.0,0.0,,
0,clean,abl_no_smooth,240,0.575,0.3807053018982211,0.4582252373298009,0.19429470598697662,adv,64.74166870117188,0.7708333333333334,0.2125,0.016666666666666666,,
0,clean,abl_single_teacher,240,0.5958333333333333,0.4023038210347295,0.4728301097949346,0.19352951645851135,adv,64.74166870117188,0.7416666666666667,0.225,0.03333333333333333,,
0,clean,abl_no_purify,240,0.5833333333333334,0.39981435208270943,0.014708836873372396,0.18351897597312927,adv,0.0,0.6958333333333333,0.275,0.029166666666666667,,
0,clean,abl_no_detect,240,0.575,0.14989267320682606,0.5990170359611511,0.4348360002040863,adv,100.0,0.9958333333333333,0.004166666666666667,0.0,,
0,fgsm_2,undefended,240,0.32916666666666666,0.5825288627296685,0.0006527751684188843,0.9058870077133179,adv,,,,,,
0,fgsm_2,undefended_vgg,240,0.5666666666666667,0.4110824037343265,0.0028991957505544027,0.9718748927116394,adv,,,,,,
0,fgsm_2,pgd_at,240,0.5916666666666667,0.11876057007660466,0.0009596119324366252,0.4809909760951996,adv,,,,,,
0,fgsm_2,trades,240,0.3541666666666667,0.11021475555996099,0.0005730857451756795,0.27211514115333557,adv,,,,,,
0,fgsm_2,rand_smooth,240,0.5208333333333334,0.12096941638737917,0.015298386414845785,0.41480329632759094,adv,,,,,,
0,fgsm_2,cardnet,240,0.5541666666666667,0.37542000093186895,0.42639651596546174,0.17874667048454285,adv,70.4000015258789,0.6625,0.3,0.0375,,
0,fgsm_4,undefended,240,0.24583333333333332,0.6386642636110386,0.0005396296580632528,0.8844976425170898,adv,,,,,,
0,fgsm_4,undefended_vgg,240,0.4791666666666667,0.5027456089854241,0.0034215619166692098,0.9775251746177673,adv,,,,,,
0,fgsm_4,pgd_at,240,0.5458333333333333,0.11174569645275671,0.0009553263584772746,0.46123912930488586,adv,,,,,,
0,fgsm_4,trades,240,0.3,0.0729842854042848,0.0006091505289077759,0.26955145597457886,adv,,,,,,
0,fgsm_4,rand_smooth,240,0.4583333333333333,0.08203890547156335,0.015331148107846578,0.39865049719810486,adv,,,,,,
0,fgsm_4,cardnet,240,0.5125,0.3375277111927668,0.41608635385831194,0.1749722957611084,adv,74.07917022705078,0.675,0.29583333333333334,0.029166666666666667,,
0,fgsm_8,undefended,240,0.1875,0.6625870436429977,0.0005936384201049805,0.8485047221183777,adv,,,,,,
0,fgsm_8,undefended_vgg,240,0.4041666666666667,0.5511836133897305,0.0028113603591918947,0.9553502202033997,adv,,,,,,
0,fgsm_8,pgd_at,240,0.3875,0.09413477828105292,0.0009036779403686524,0.4338074326515198,adv,,,,,,
0,fgsm_8,trades,240,0.2375,0.04742901778469483,0.0005610515673955282,0.26674118638038635,adv,,,,,,
0,fgsm_8,rand_smooth,240,0.31666666666666665,0.11254185897608598,0.015523111820220948,0.3844938278198242,adv,,,,,,
0,fgsm_8,cardnet,240,0.3875,0.21895694599176443,0.43502945800622306,0.16854305565357208,adv,90.05833435058594,0.6333333333333333,0.3125,0.05416666666666667,,
0,pgd10_2,undefended,240,0.029166666666666667,0.9594412845869857,0.0005828420321146647,0.9886079430580139,adv,,,,,,
0,pgd10_2,undefended_vgg,240,0.325,0.6716252053777377,0.0030270546674728395,0.991180956363678,adv,,,,,,
0,pgd10_2,pgd_at,240,0.5916666666666667,0.1190684114272396,0.000905333956082662,0.4807150661945343,adv,,,,,,
0,pgd10_2,trades,240,0.3541666666666667,0.11022020634263754,0.0005559235811233521,0.2720666825771332,adv,,,,,,
0,pgd10_2,rand_smooth,240,0.5291666666666667,0.13773388161013522,0.014421858390172322,0.41508209705352783,adv,,,,,,
0,pgd10_2,cardnet,240,0.55,0.3709057290727893,0.39427710076173145,0.17909428477287292,adv,70.73750305175781,0.7083333333333334,0.2625,0.029166666666666667,,
0,pgd10_4,undefended,240,0.0,0.9993145157893499,0.0005965620279312134,0.9993144869804382,adv,,,,,,
0,pgd10_4,undefended_vgg,240,0.09583333333333334,0.8999695447583993,0.0033353328704833984,0.9937829375267029,adv,,,,,,
0,pgd10_4,pgd_at,240,0.5291666666666667,0.1224439047276974,0.0009496470292409261,0.4611095190048218,adv,,,,,,
0,pgd10_4,trades,240,0.30416666666666664,0.07710000968848668,0.0006113022565841675,0.2694287598133087,adv,,,,,,
0,pgd10_4,rand_smooth,240,0.45416666666666666,0.07106290186444919,0.015434582034746807,0.4004282057285309,adv,,,,,,
0,pgd10_4,cardnet,240,0.49583333333333335,0.3212535293151936,0.4107264051834742,0.17457981407642365,adv,75.94583129882812,0.6625,0.3,0.0375,,
0,pgd10_8,undefended,240,0.0,0.9999979322155317,0.0006129185358683269,0.9999979734420776,adv,,,,,,
0,pgd10_8,undefended_vgg,240,0.004166666666666667,0.9949332008759182,0.0034241676330566406,0.999099850654602,adv,,,,,,
0,pgd10_8,pgd_at,240,0.3375,0.1022381150474151,0.0009758085012435913,0.4388332962989807,adv,,,,,,
0,pgd10_8,trades,240,0.22916666666666666,0.04435748861481747,0.0005987544854482014,0.26686185598373413,adv,,,,,,
0,pgd10_8,rand_smooth,240,0.2875,0.12861194051802158,0.012008127570152283,0.39534008502960205,adv,,,,,,
0,pgd10_8,cardnet,240,0.36666666666666664,0.19779903910433252,0.45417750080426533,0.16886761784553528,adv,90.5875015258789,0.6083333333333333,0.325,0.06666666666666667,,
0,pgd10_8,abl_no_fusion,240,0.36666666666666664,0.07943558332820733,0.45417750080426533,0.39213791489601135,adv,90.5875015258789,1.0,0.0,0.0,,
0,pgd10_8,abl_no_smooth,240,0.24583333333333332,0.0618262047568957,0.440840099255244,0.18411429226398468,adv,90.5875015258789,0.7416666666666667,0.2375,0.020833333333333332,,
0,pgd10_8,abl_single_teacher,240,0.4083333333333333,0.23004066913078225,0.4555612603823344,0.1782926619052887,adv,90.5875015258789,0.6708333333333333,0.30416666666666664,0.025,,
0,pgd10_8,abl_no_purify,240,0.2833333333333333,0.11417948476349314,0.013828280568122863,0.1691538542509079,adv,0.0,0.6208333333333333,0.325,0.05416666666666667,,
0,pgd10_8,abl_no_detect,240,0.4,0.04863870119055113,0.5624652942021688,0.39764559268951416,adv,100.0,0.9958333333333333,0.004166666666666667,0.0,,
0,pgd40_8,undefended,240,0.0,1.0,0.004766573508580525,1.0,adv,,,,,,
0,pgd40_8,undefended_vgg,240,0.0,0.9999852324525516,0.008546228210131327,0.9999852776527405,adv,,,,,,
0,pgd40_8,pgd_at,240,0.3375,0.10434858798980713,0.007448336482048035,0.44121405482292175,adv,,,,,,
0,pgd40_8,trades,240,0.22916666666666666,0.03935940905163685,0.004156932234764099,0.2667669951915741,adv,,,,,,
0,pgd40_8,rand_smooth,240,0.2833333333333333,0.11734674448768297,0.17777026891708375,0.3994382321834564,adv,,,,,,
0,pgd40_8,cardnet,240,0.3541666666666667,0.18496035961434246,1.8608648717403413,0.16920630633831024,adv,94.2874984741211,0.6125,0.3375,0.05,,
0,autoattack_8,undefended,120,0.0,0.9765317879617215,0.0014857788880666097,0.9765317440032959,adv,,,,,,
0,autoattack_8,undefended_vgg,120,0.0,0.9890448659658432,0.009550382693608602,0.9890448451042175,adv,,,,,,
0,autoattack_8,pgd_at,120,0.2916666666666667,0.24787579302986462,0.0032832781473795575,0.47554174065589905,adv,,,,,,
0,autoattack_8,trades,120,0.19166666666666668,0.1588704012334347,0.0014753123124440512,0.27526748180389404,adv,,,,,,
0,autoattack_8,rand_smooth,120,0.36666666666666664,0.09387088070313133,0.0463875929514567,0.39456647634506226,adv,,,,,,
0,autoattack_8,cardnet,120,0.4666666666666667,0.2934707873190443,1.8165316422780355,0.17319586873054504,adv,70.24166870117188,0.6333333333333333,0.3333333333333333,0.03333333333333333,,
0,cw,undefended,100,0.01,0.8697764229774476,0.0007090139389038086,0.8797763586044312,adv,,,,,,
0,cw,undefended_vgg,100,0.0,0.9141724807024003,0.0034425663948059082,0.9141725301742554,adv,,,,,,
0,cw,pgd_at,100,0.43,0.12325956106185915,0.001048898696899414,0.47056567668914795,adv,,,,,,
0,cw,trades,100,0.34,0.13525786533951756,0.0006316447257995605,0.2796933650970459,adv,,,,,,
0,cw,rand_smooth,100,0.6,0.18146110892295836,0.01493152379989624,0.418538898229599,adv,,,,,,
0,cw,cardnet,100,0.64,0.4600804191827774,0.3725519037246704,0.17991957068443298,adv,61.31999969482422,0.68,0.3,0.02,,
2,clean,undefended,240,0.9166666666666666,0.045019497225681916,0.0017108549674352011,0.9499207139015198,adv,,,,,,
2,clean,undefended_vgg,240,0.925,0.061522574722766885,0.005080424745877584,0.9835513234138489,adv,,,,,,
2,clean,pgd_at,240,0.6875,0.19172075608124334,0.001754322648048401,0.49577921628952026,adv,,,,,,
2,clean,trades,240,0.38333333333333336,0.10857719151924054,0.001023516058921814,0.2758614122867584,adv,,,,,,
2,clean,rand_smooth,240,0.6,0.17282662267486254,0.022013022502263387,0.4271734058856964,adv,,,,,,
2,clean,cardnet,240,0.5875,0.40735124486188096,0.6017679572105408,0.18014876544475555,adv,71.58333587646484,0.6625,0.2875,0.05,,
2,clean,abl_no_fusion,240,0.5875,0.15963218516359726,0.6017679572105408,0.4278678297996521,adv,71.58333587646484,0.9916666666666667,0.008333333333333333,0.0,,
2,clean,abl_no_smooth,240,0.5791666666666667,0.390627010849615,0.5808382948239644,0.18853966891765594,adv,71.58333587646484,0.7916666666666666,0.19166666666666668,0.016666666666666666,,
2,clean,abl_single_teacher,240,0.6375,0.4454938488391538,0.6008040338754654,0.19200614094734192,adv,71.58333587646484,0.7208333333333333,0.25416666666666665,0.025,,
2,clean,abl_no_purify,240,0.5833333333333334,0.4032061187860867,0.020588249961535136,0.18012721836566925,adv,0.0,0.6791666666666667,0.275,0.04583333333333333,,
2,clean,abl_no_detect,240,0.5791666666666667,0.17042155427237352,0.7588930586973825,0.4268757998943329,adv,100.0,1.0,0.0,0.0,,
2,fgsm_2,undefended,240,0.2708333333333333,0.6347836561501027,0.0010870873928070068,0.886067807674408,adv,,,,,,
2,fgsm_2,undefended_vgg,240,0.5583333333333333,0.4284767966717481,0.004325925310452779,0.977514386177063,adv,,,,,,
2,fgsm_2,pgd_at,240,0.6,0.13267138060182335,0.0016478399435679119,0.46844106912612915,adv,,,,,,
2,fgsm_2,trades,240,0.3416666666666667,0.07053992580622434,0.0009481588999430339,0.2711727023124695,adv,,,,,,
2,fgsm_2,rand_smooth,240,0.49583333333333335,0.1047725619127353,0.024768808484077455,0.4068993031978607,adv,,,,,,
2,fgsm_2,cardnet,240,0.5333333333333333,0.35790390968322755,0.5022668749094009,0.17542941868305206,adv,74.44166564941406,0.6583333333333333,0.29583333333333334,0.04583333333333333,,
2,fgsm_4,undefended,240,0.18333333333333332,0.7017735945681731,0.0009352107842763265,0.8851069211959839,adv,,,,,,
2,fgsm_4,undefended_vgg,240,0.4625,0.5168259421984355,0.003923787673314413,0.9680399298667908,adv,,,,,,
2,fgsm_4,pgd_at,240,0.5375,0.11675144595404466,0.0014056781927744547,0.44426587224006653,adv,,,,,,
2,fgsm_4,trades,240,0.2875,0.043489000635842476,0.0008285413185755412,0.2674441635608673,adv,,,,,,
2,fgsm_4,rand_smooth,240,0.45416666666666666,0.061114419934650256,0.022718056042989095,0.39478713274002075,adv,,,,,,
2,fgsm_4,cardnet,240,0.5083333333333333,0.335152304576089,0.5774811665217081,0.17318102717399597,adv,81.9375,0.6166666666666667,0.31666666666666665,0.06666666666666667,,
2,fgsm_8,undefended,240,0.14583333333333334,0.6883723821491003,0.0009075244267781576,0.834205687046051,adv,,,,,,
2,fgsm_8,undefended_vgg,240,0.37916666666666665,0.5880938044438759,0.0038583189249038695,0.9600550532341003,adv,,,,,,
2,fgsm_8,pgd_at,240,0.4,0.06457870571563643,0.0014350245396296184,0.4136359393596649,adv,,,,,,
2,fgsm_8,trades,240,0.2,0.07012263300518194,0.0008737832307815552,0.26372233033180237,adv,,,,,,
2,fgsm_8,rand_smooth,240,0.32083333333333336,0.06814929321408272,0.021442735195159913,0.3797149062156677,adv,,,,,,
2,fgsm_8,cardnet,240,0.4125,0.24509698723753293,0.6722359905640284,0.16740302741527557,adv,97.98750305175781,0.5625,0.3875,0.05,,
2,pgd10_2,undefended,240,0.0375,0.9656391005963086,0.0009149044752120971,0.985332727432251,adv,,,,,,
2,pgd10_2,undefended_vgg,240,0.2791666666666667,0.7178027763962745,0.003649306297302246,0.9903551936149597,adv,,,,,,
2,pgd10_2,pgd_at,240,0.6,0.13443171599258977,0.001441912849744161,0.4682423770427704,adv,,,,,,
2,pgd10_2,trades,240,0.3416666666666667,0.0705331351608038,0.0009343504905700683,0.2711702883243561,adv,,,,,,
2,pgd10_2,rand_smooth,240,0.5125,0.10414071828126907,0.02269943952560425,0.40835925936698914,adv,,,,,,
2,pgd10_2,cardnet,240,0.525,0.349527392629534,0.5092933068672816,0.17547260224819183,adv,73.98332977294922,0.675,0.25833333333333336,0.06666666666666667,,
2,pgd10_4,undefended,240,0.0,0.9999193462232748,0.0010335534811019898,0.9999193549156189,adv,,,,,,
2,pgd10_4,undefended_vgg,240,0.09583333333333334,0.9031057690580686,0.004940843582153321,0.9963825345039368,adv,,,,,,
2,pgd10_4,pgd_at,240,0.5291666666666667,0.10862223623941342,0.0016094972689946494,0.4441823959350586,adv,,,,,,
2,pgd10_4,trades,240,0.2875,0.043719969627757864,0.0012020458777745565,0.2675066590309143,adv,,,,,,
2,pgd10_4,rand_smooth,240,0.4375,0.0677980372061332,0.024290800094604492,0.3972965478897095,adv,,,,,,
2,pgd10_4,cardnet,240,0.49583333333333335,0.32287796242162586,0.6539604395627976,0.17295537889003754,adv,80.18333435058594,0.65,0.30416666666666664,0.04583333333333333,,
2,pgd10_8,undefended,240,0.0,0.9999997327725093,0.001469096541404724,0.9999997615814209,adv,,,,,,
2,pgd10_8,undefended_vgg,240,0.004166666666666667,0.9957798451185227,0.0037251303593317667,0.9999464750289917,adv,,,,,,
2,pgd10_8,pgd_at,240,0.3541666666666667,0.07707437543819348,0.0014342496792475383,0.4230166971683502,adv,,,,,,
2,pgd10_8,trades,240,0.19583333333333333,0.0765823658555746,0.0008671025435129802,0.2644166648387909,adv,,,,,,
2,pgd10_8,rand_smooth,240,0.3125,0.10811283942312001,0.02244142194588979,0.38742485642433167,adv,,,,,,
2,pgd10_8,cardnet,240,0.3958333333333333,0.22754405336454514,0.6701611618200938,0.16828927397727966,adv,95.67500305175781,0.5916666666666667,0.3416666666666667,0.06666666666666667,,
2,pgd10_8,abl_no_fusion,240,0.3958333333333333,0.05897835114349921,0.6701611618200938,0.3903341293334961,adv,95.67500305175781,1.0,0.0,0.0,,
2,pgd10_8,abl_no_smooth,240,0.25416666666666665,0.08213561388353506,0.6466088483730952,0.18066297471523285,adv,95.67500305175781,0.725,0.24166666666666667,0.03333333333333333,,
2,pgd10_8,abl_single_teacher,240,0.4666666666666667,0.2914184960226218,0.668682156006495,0.1752481758594513,adv,95.67500305175781,0.6458333333333334,0.3125,0.041666666666666664,,
2,pgd10_8,abl_no_purify,240,0.31666666666666665,0.14882700322195888,0.022684826453526815,0.1678396612405777,adv,0.0,0.575,0.3416666666666667,0.08333333333333333,,
2,pgd10_8,abl_no_detect,240,0.3958333333333333,0.04713778651009003,0.6884437600771587,0.3901403546333313,adv,100.0,1.0,0.0,0.0,,
2,pgd40_8,undefended,240,0.0,1.0,0.0008873383204142253,1.0,adv,,,,,,
2,pgd40_8,undefended_vgg,240,0.004166666666666667,0.9957928001880646,0.004061084985733032,0.999959409236908,adv,,,,,,
2,pgd40_8,pgd_at,240,0.35833333333333334,0.07621384287873907,0.0016489615043004354,0.4266889691352844,adv,,,,,,
2,pgd40_8,trades,240,0.19583333333333333,0.07955036591738464,0.0008638660113016764,0.2646200358867645,adv,,,,,,
2,pgd40_8,rand_smooth,240,0.2875,0.11392186675220728,0.022948363423347475,0.3905906081199646,adv,,,,,,
2,pgd40_8,cardnet,240,0.4125,0.2435061266645789,0.6052707413832347,0.16899389028549194,adv,97.6624984741211,0.6125,0.32916666666666666,0.058333333333333334,,
2,cw,undefended,100,0.01,0.8926966208219529,0.0009581279754638671,0.9026966691017151,adv,,,,,,
2,cw,undefended_vgg,100,0.01,0.8971203738451005,0.0042879867553710935,0.9071203470230103,adv,,,,,,
2,cw,pgd_at,100,0.39,0.16301459163427354,0.001523582935333252,0.441315621137619,adv,,,,,,
2,cw,trades,100,0.3,0.1073754145205021,0.0009418845176696778,0.2638091742992401,adv,,,,,,
2,cw,rand_smooth,100,0.5,0.17137941420078281,0.02319690465927124,0.40759482979774475,adv,,,,,,
2,cw,cardnet,100,0.52,0.34423149526119246,0.6247207045555114,0.17576849460601807,adv,84.7699966430664,0.7,0.24,0.06,,
2,id_cifar10,undefended,240,0.9166666666666666,0.045019497225681916,0.0013102759917577107,0.9499207139015198,ood,,,,,,
2,id_cifar10,undefended_vgg,240,0.925,0.061522574722766885,0.005331028501192729,0.9835513234138489,ood,,,,,,
2,id_cifar10,pgd_at,240,0.6875,0.19172075608124334,0.001926305890083313,0.49577921628952026,ood,,,,,,
2,id_cifar10,trades,240,0.38333333333333336,0.10857719151924054,0.0013574341932932536,0.2758614122867584,ood,,,,,,
2,id_cifar10,rand_smooth,240,0.6,0.17282662267486254,0.026302653551101684,0.4271734058856964,ood,,,,,,
2,id_cifar10,cardnet,240,0.5875,0.40735124486188096,0.6461581001679102,0.18014876544475555,ood,71.58333587646484,0.6625,0.2875,0.05,,
2,near_cifar100,undefended,240,0.0,0.7970635981609424,0.0008593638737996419,0.7970636487007141,ood,,,,,,
2,near_cifar100,undefended_vgg,240,0.0,0.900285291671753,0.0043007800976435345,0.9002853035926819,ood,,,,,,
2,near_cifar100,pgd_at,240,0.0,0.3482288021594286,0.0014065027236938477,0.3482288122177124,ood,,,,,,
2,near_cifar100,trades,240,0.0,0.25715746718148386,0.0009366045395533244,0.25715747475624084,ood,,,,,,
2,near_cifar100,rand_smooth,240,0.0,0.3281672796234489,0.022081702947616577,0.32816728949546814,ood,,,,,,
2,near_cifar100,cardnet,240,0.0,0.15115532409399748,0.9342696795860926,0.15115532279014587,ood,138.72500610351562,0.42916666666666664,0.4625,0.10833333333333334,,
2,near_cifar100,abl_no_fusion,240,0.0,0.33152070113768184,0.9342696795860926,0.3315207064151764,ood,138.72500610351562,0.9916666666666667,0.008333333333333333,0.0,,
2,near_cifar100,abl_no_smooth,240,0.0,0.1609326080419123,0.9117174466451009,0.16093260049819946,ood,138.72500610351562,0.5833333333333334,0.35833333333333334,0.058333333333333334,,
2,near_cifar100,abl_single_teacher,240,0.0,0.15702708046883346,0.9365803301334381,0.15702708065509796,ood,138.72500610351562,0.5333333333333333,0.4,0.06666666666666667,,
2,near_cifar100,abl_no_purify,240,0.0,0.1506804947120448,0.023595409591992696,0.15068049728870392,ood,0.0,0.425,0.4708333333333333,0.10416666666666667,,
2,near_cifar100,abl_no_detect,240,0.0,0.32869480686883135,0.8095289746920268,0.32869479060173035,ood,100.0,0.9958333333333333,0.004166666666666667,0.0,,
2,far_mnist,undefended,240,0.0,0.8307860873639583,0.0010804206132888794,0.8307860493659973,ood,,,,,,
2,far_mnist,undefended_vgg,240,0.0,0.9257374349981546,0.0051745434602101644,0.9257374405860901,ood,,,,,,
2,far_mnist,pgd_at,240,0.0,0.4770843819404642,0.0017586151758829753,0.47708436846733093,ood,,,,,,
2,far_mnist,trades,240,0.0,0.28376723018785316,0.0009971708059310913,0.2837672531604767,ood,,,,,,
2,far_mnist,rand_smooth,240,0.0,0.3102692599718769,0.028187520305315652,0.3102692663669586,ood,,,,,,
2,far_mnist,cardnet,240,0.0,0.14511778863767785,0.9638759950796764,0.14511778950691223,ood,149.37916564941406,0.4,0.5166666666666667,0.08333333333333333,,
2,far_fmnist,undefended,240,0.0,0.7627814107884963,0.0008998652299245199,0.7627813816070557,ood,,,,,,
2,far_fmnist,undefended_vgg,240,0.0,0.8875976391136646,0.0047786901394526165,0.8875976800918579,ood,,,,,,
2,far_fmnist,pgd_at,240,0.0,0.48134329778452717,0.0015445580085118613,0.48134326934814453,ood,,,,,,
2,far_fmnist,trades,240,0.0,0.37508514734605947,0.0009281973044077556,0.37508514523506165,ood,,,,,,
2,far_fmnist,rand_smooth,240,0.0,0.4420209695895513,0.02131697436173757,0.442020982503891,ood,,,,,,
2,far_fmnist,cardnet,240,0.0,0.17539259263624746,1.0314819137255349,0.17539259791374207,ood,147.49166870117188,0.8083333333333333,0.15416666666666667,0.0375,,
1,id_cifar10,undefended,240,0.9166666666666666,0.056161984925468804,0.0012678066889444987,0.9587699770927429,ood,,,,,,
1,id_cifar10,undefended_vgg,240,0.925,0.06273393904169401,0.005361159642537435,0.9825407862663269,ood,,,,,,
1,id_cifar10,pgd_at,240,0.6708333333333333,0.18431512620300053,0.001933733622233073,0.4865182340145111,ood,,,,,,
1,id_cifar10,trades,240,0.4,0.13234816696494817,0.0010452260573705038,0.2731545865535736,ood,,,,,,
1,id_cifar10,rand_smooth,240,0.5916666666666667,0.1940436343972882,0.023056394855181375,0.415182888507843,ood,,,,,,
1,id_cifar10,cardnet,240,0.6166666666666667,0.438539661684384,0.6144491801659266,0.1781270056962967,ood,70.37916564941406,0.6333333333333333,0.32083333333333336,0.04583333333333333,,
1,near_cifar100,undefended,240,0.0,0.7979545717438062,0.0011434654394785564,0.7979545593261719,ood,,,,,,
1,near_cifar100,undefended_vgg,240,0.0,0.9046424159780144,0.004903331398963928,0.9046424031257629,ood,,,,,,
1,near_cifar100,pgd_at,240,0.0,0.32882593944668764,0.001478541890780131,0.3288259208202362,ood,,,,,,
1,near_cifar100,trades,240,0.0,0.2525891159350673,0.0009189764658610026,0.2525891065597534,ood,,,,,,
1,near_cifar100,rand_smooth,240,0.0,0.3186242715766033,0.023799921075503033,0.31862422823905945,ood,,,,,,
1,near_cifar100,cardnet,240,0.0,0.14868048901359238,0.993506877621015,0.14868047833442688,ood,134.8000030517578,0.4125,0.4666666666666667,0.12083333333333333,,
1,near_cifar100,abl_no_fusion,240,0.0,0.3186008918409545,0.993506877621015,0.31860092282295227,ood,134.8000030517578,0.9958333333333333,0.004166666666666667,0.0,,
1,near_cifar100,abl_no_smooth,240,0.0,0.16023918725550176,0.9661592175563177,0.16023918986320496,ood,134.8000030517578,0.525,0.42916666666666664,0.04583333333333333,,
