seed,condition,model,n,accuracy,ece,latency_s,mean_conf,part,mean_depth,p_accept,p_defer,p_flag,eot,bpda
0,shot_noise_s3,trades,100,0.4,0.143683058321476,0.0010291218757629394,0.26738065481185913,corr,,,,,,
0,shot_noise_s3,rand_smooth,100,0.54,0.15771196246147157,0.023475141525268556,0.3943500816822052,corr,,,,,,
0,shot_noise_s3,cardnet,100,0.53,0.3939664261043072,0.988812165260315,0.1360335797071457,corr,150.0,0.3,0.22,0.48,,
0,shot_noise_s5,undefended,100,0.12,0.653442486524582,0.001038835048675537,0.7734423875808716,corr,,,,,,
0,shot_noise_s5,undefended_vgg,100,0.13,0.7265792724490165,0.004509983062744141,0.8565793633460999,corr,,,,,,
0,shot_noise_s5,pgd_at,100,0.3,0.08418435990810395,0.0015993118286132812,0.33758968114852905,corr,,,,,,
0,shot_noise_s5,trades,100,0.37,0.12077057957649227,0.0010519766807556153,0.24922941625118256,corr,,,,,,
0,shot_noise_s5,rand_smooth,100,0.35,0.12781590074300767,0.024367358684539795,0.3830104470252991,corr,,,,,,
0,shot_noise_s5,cardnet,100,0.35,0.24086773991584776,0.9945003318786622,0.10913226753473282,corr,150.0,0.0,0.03,0.97,,
0,impulse_noise_s3,undefended,100,0.15,0.6972176200151444,0.001129148006439209,0.8350315093994141,corr,,,,,,
0,impulse_noise_s3,undefended_vgg,100,0.19,0.7087386342883111,0.004563384056091309,0.8860628604888916,corr,,,,,,
0,impulse_noise_s3,pgd_at,100,0.59,0.1715493892133236,0.001560983657836914,0.441063791513443,corr,,,,,,
0,impulse_noise_s3,trades,100,0.42,0.1643955154716968,0.0008519315719604493,0.2663523554801941,corr,,,,,,
0,impulse_noise_s3,rand_smooth,100,0.55,0.1706190599501133,0.02224360704421997,0.4007030725479126,corr,,,,,,
0,impulse_noise_s3,cardnet,100,0.54,0.3841409397125245,1.0338013005256652,0.1558590531349182,corr,148.5,0.47,0.35,0.18,,
0,impulse_noise_s5,undefended,100,0.12,0.6321210706233978,0.0012495636940002442,0.7521210312843323,corr,,,,,,
0,impulse_noise_s5,undefended_vgg,100,0.09,0.7433559995889665,0.004213223457336426,0.8333560228347778,corr,,,,,,
0,impulse_noise_s5,pgd_at,100,0.35,0.08684751614928247,0.0016854286193847656,0.34528693556785583,corr,,,,,,
0,impulse_noise_s5,trades,100,0.39,0.14973664194345473,0.0010282468795776367,0.24026334285736084,corr,,,,,,
0,impulse_noise_s5,rand_smooth,100,0.42,0.09202029988169669,0.026813974380493166,0.3782394528388977,corr,,,,,,
0,impulse_noise_s5,cardnet,100,0.43,0.3210191105306148,1.0229295539855956,0.10898090153932571,corr,150.0,0.0,0.02,0.98,,
0,defocus_blur_s3,undefended,100,0.12,0.44769607096910474,0.0009307193756103515,0.5676960945129395,corr,,,,,,
0,defocus_blur_s3,undefended_vgg,100,0.15,0.37261493399739265,0.003869791030883789,0.5061652660369873,corr,,,,,,
0,defocus_blur_s3,pgd_at,100,0.29,0.12586882516741751,0.001534576416015625,0.31343838572502136,corr,,,,,,
0,defocus_blur_s3,trades,100,0.32,0.10876426875591277,0.0009171509742736816,0.26958993077278137,corr,,,,,,
0,defocus_blur_s3,rand_smooth,100,0.29,0.11260872036218644,0.023940582275390625,0.3277575373649597,corr,,,,,,
0,defocus_blur_s3,cardnet,100,0.3,0.1620886807143688,1.0809912371635437,0.1379113346338272,corr,148.50999450683594,0.26,0.57,0.17,,
0,defocus_blur_s5,undefended,100,0.11,0.3780299678444862,0.0013273310661315917,0.48802998661994934,corr,,,,,,
0,defocus_blur_s5,undefended_vgg,100,0.14,0.36270373091101643,0.005310740470886231,0.501631498336792,corr,,,,,,
0,defocus_blur_s5,pgd_at,100,0.26,0.12329044967889786,0.0019750714302062987,0.3178231418132782,corr,,,,,,
0,defocus_blur_s5,trades,100,0.29,0.04626100152730941,0.001126554012298584,0.2873438596725464,corr,,,,,,
0,defocus_blur_s5,rand_smooth,100,0.26,0.12505419954657554,0.030692474842071535,0.3314664363861084,corr,,,,,,
0,defocus_blur_s5,cardnet,100,0.25,0.11042033880949022,1.0666716122627258,0.1395796537399292,corr,150.0,0.29,0.52,0.19,,
0,glass_blur_s3,undefended,100,0.1,0.643334932923317,0.0009749794006347657,0.7433348298072815,corr,,,,,,
0,glass_blur_s3,undefended_vgg,100,0.15,0.6392379820346832,0.00425900936126709,0.7892381548881531,corr,,,,,,
0,glass_blur_s3,pgd_at,100,0.35,0.10368129640817643,0.0015497374534606933,0.3230747878551483,corr,,,,,,
0,glass_blur_s3,trades,100,0.32,0.07111812695860863,0.0011461901664733887,0.26590901613235474,corr,,,,,,
0,glass_blur_s3,rand_smooth,100,0.34,0.07829850226640701,0.029745528697967528,0.3282107412815094,corr,,,,,,
0,glass_blur_s3,cardnet,100,0.37,0.22997895896434783,1.020798237323761,0.14002102613449097,corr,148.6199951171875,0.29,0.48,0.23,,
0,glass_blur_s5,undefended,100,0.1,0.5297751116752625,0.0008450913429260254,0.6297751069068909,corr,,,,,,
0,glass_blur_s5,undefended_vgg,100,0.18,0.36074522614479065,0.003815755844116211,0.540745198726654,corr,,,,,,
0,glass_blur_s5,pgd_at,100,0.3,0.08173261061310769,0.001378352642059326,0.31539151072502136,corr,,,,,,
0,glass_blur_s5,trades,100,0.28,0.10198670104146004,0.0009427666664123535,0.27817028760910034,corr,,,,,,
0,glass_blur_s5,rand_smooth,100,0.26,0.13015537142753603,0.02433699369430542,0.3309771418571472,corr,,,,,,
0,glass_blur_s5,cardnet,100,0.29,0.1488975316286087,1.0285676622390747,0.14110246300697327,corr,146.83999633789062,0.33,0.52,0.15,,
0,motion_blur_s3,undefended,100,0.21,0.550666945874691,0.0009721732139587403,0.7589452862739563,corr,,,,,,
0,motion_blur_s3,undefended_vgg,100,0.22,0.603711450099945,0.004632790088653565,0.8237114548683167,corr,,,,,,
0,motion_blur_s3,pgd_at,100,0.31,0.1658807887136936,0.0018625640869140625,0.32863184809684753,corr,,,,,,
0,motion_blur_s3,trades,100,0.3,0.09465271577239036,0.0012735986709594726,0.26446157693862915,corr,,,,,,
0,motion_blur_s3,rand_smooth,100,0.33,0.10450544208288191,0.025724210739135743,0.3309951722621918,corr,,,,,,
0,motion_blur_s3,cardnet,100,0.31,0.16359360024332997,0.9729535317420959,0.1464063972234726,corr,145.19000244140625,0.36,0.45,0.19,,
0,motion_blur_s5,undefended,100,0.14,0.5941494324803351,0.0009852051734924316,0.7341494560241699,corr,,,,,,
0,motion_blur_s5,undefended_vgg,100,0.19,0.5061455291509629,0.004648647308349609,0.6858981251716614,corr,,,,,,
0,motion_blur_s5,pgd_at,100,0.26,0.0892691583931446,0.0016162848472595214,0.3226604461669922,corr,,,,,,
0,motion_blur_s5,trades,100,0.28,0.05011767938733102,0.0008629822731018067,0.2747551202774048,corr,,,,,,
0,motion_blur_s5,rand_smooth,100,0.28,0.0977640435099602,0.023828701972961427,0.33128395676612854,corr,,,,,,
0,motion_blur_s5,cardnet,100,0.29,0.14701919041574,1.0659841060638429,0.14298079907894135,corr,145.02999877929688,0.29,0.54,0.17,,
0,zoom_blur_s3,undefended,100,0.54,0.31651484221220016,0.0009870123863220215,0.8418472409248352,corr,,,,,,
0,zoom_blur_s3,undefended_vgg,100,0.67,0.2825595209002495,0.0037753605842590333,0.9308229684829712,corr,,,,,,
0,zoom_blur_s3,pgd_at,100,0.64,0.20016869664192197,0.0013809823989868165,0.43983128666877747,corr,,,,,,
0,zoom_blur_s3,trades,100,0.4,0.13034786745905877,0.0008238029479980469,0.27160558104515076,corr,,,,,,
0,zoom_blur_s3,rand_smooth,100,0.54,0.16951207593083384,0.02226450204849243,0.3882432281970978,corr,,,,,,
0,zoom_blur_s3,cardnet,100,0.53,0.3633484363555909,0.8104894733428956,0.16665154695510864,corr,110.5999984741211,0.65,0.31,0.04,,
0,zoom_blur_s5,undefended,100,0.41,0.4190586802363395,0.0009263944625854492,0.8114936351776123,corr,,,,,,
0,zoom_blur_s5,undefended_vgg,100,0.5,0.40887281984090806,0.004856655597686768,0.904228150844574,corr,,,,,,
0,zoom_blur_s5,pgd_at,100,0.58,0.1791704474389553,0.0018182897567749024,0.41272518038749695,corr,,,,,,
0,zoom_blur_s5,trades,100,0.37,0.10770390056073666,0.0011980533599853516,0.2692004442214966,corr,,,,,,
0,zoom_blur_s5,rand_smooth,100,0.53,0.1632383407652378,0.025119035243988036,0.36676162481307983,corr,,,,,,
0,zoom_blur_s5,cardnet,100,0.54,0.37813521295785907,0.9732718729972839,0.16186480224132538,corr,129.6999969482422,0.6,0.33,0.07,,
0,snow_s3,undefended,100,0.71,0.25612605512142184,0.000993802547454834,0.8815770149230957,corr,,,,,,
0,snow_s3,undefended_vgg,100,0.73,0.22065854102373123,0.006210856437683106,0.9443109631538391,corr,,,,,,
0,snow_s3,pgd_at,100,0.41,0.09423040151596068,0.0020451641082763674,0.4118630588054657,corr,,,,,,
0,snow_s3,trades,100,0.2,0.10438090711832046,0.001241757869720459,0.28376051783561707,corr,,,,,,
0,snow_s3,rand_smooth,100,0.42,0.157790574580431,0.025127317905426026,0.3490388095378876,corr,,,,,,
0,snow_s3,cardnet,100,0.4,0.24230340301990508,0.8696202063560486,0.15769660472869873,corr,118.72000122070312,0.56,0.38,0.06,,
0,snow_s5,undefended,100,0.44,0.4381677016615868,0.001029651165008545,0.8672144412994385,corr,,,,,,
0,snow_s5,undefended_vgg,100,0.48,0.46705736815929416,0.004329874515533448,0.9379093647003174,corr,,,,,,
0,snow_s5,pgd_at,100,0.27,0.1319415259361267,0.0015559053421020507,0.3792228400707245,corr,,,,,,
0,snow_s5,trades,100,0.12,0.22024158269166946,0.0008991241455078125,0.34024161100387573,corr,,,,,,
0,snow_s5,rand_smooth,100,0.23,0.13798237264156343,0.023927533626556398,0.33252978324890137,corr,,,,,,
0,snow_s5,cardnet,100,0.24,0.08635447733104229,0.9493059968948364,0.15364551544189453,corr,142.05999755859375,0.52,0.45,0.03,,
0,frost_s3,undefended,100,0.54,0.30831500589847566,0.0009675216674804687,0.8393810391426086,corr,,,,,,
0,frost_s3,undefended_vgg,100,0.64,0.32787331849336626,0.0039135956764221195,0.94126296043396,corr,,,,,,
0,frost_s3,pgd_at,100,0.25,0.14110110029578207,0.0014623880386352539,0.37426289916038513,corr,,,,,,
0,frost_s3,trades,100,0.13,0.23470977798104284,0.0007845926284790039,0.3595837652683258,corr,,,,,,
0,frost_s3,rand_smooth,100,0.19,0.16884358391165735,0.022261910438537598,0.3521508276462555,corr,,,,,,
0,frost_s3,cardnet,100,0.24,0.08392828002572059,0.8759859895706177,0.1560717225074768,corr,122.5999984741211,0.54,0.38,0.08,,
0,frost_s5,undefended,100,0.53,0.33247347325086596,0.0008824467658996582,0.8483070135116577,corr,,,,,,
0,frost_s5,undefended_vgg,100,0.63,0.33850830405950555,0.0057840895652770995,0.9273008704185486,corr,,,,,,
0,frost_s5,pgd_at,100,0.22,0.15244319185614585,0.0016211247444152832,0.3502477705478668,corr,,,,,,
0,frost_s5,trades,100,0.1,0.26615346506237986,0.0009311485290527344,0.3638249635696411,corr,,,,,,
0,frost_s5,rand_smooth,100,0.18,0.19649512857198717,0.02367304801940918,0.3511066436767578,corr,,,,,,
0,frost_s5,cardnet,100,0.16,0.013653060123324385,0.9943850231170654,0.15800775587558746,corr,136.2100067138672,0.64,0.28,0.08,,
0,fog_s3,undefended,100,0.23,0.6193507072329522,0.0010111355781555176,0.8493507504463196,corr,,,,,,
0,fog_s3,undefended_vgg,100,0.33,0.503167832493782,0.004110543727874756,0.8331677913665771,corr,,,,,,
0,fog_s3,pgd_at,100,0.25,0.05222116678953171,0.0015181469917297363,0.2276037037372589,corr,,,,,,
0,fog_s3,trades,100,0.18,0.11385672777891159,0.0008597183227539063,0.20117062330245972,corr,,,,,,
0,fog_s3,rand_smooth,100,0.27,0.058923358023166665,0.0218035888671875,0.22732456028461456,corr,,,,,,
0,fog_s3,cardnet,100,0.24,0.11071278259158135,0.895989716053009,0.1292872279882431,corr,132.67999267578125,0.09,0.65,0.26,,
0,fog_s5,undefended,100,0.15,0.6847209206223488,0.0008611083030700684,0.8347209095954895,corr,,,,,,
0,fog_s5,undefended_vgg,100,0.14,0.7617684254050254,0.011443474292755128,0.9017684459686279,corr,,,,,,
0,fog_s5,pgd_at,100,0.15,0.07789846867322921,0.0018098688125610352,0.2278984636068344,corr,,,,,,
0,fog_s5,trades,100,0.13,0.08471546262502672,0.0009695625305175781,0.1932346224784851,corr,,,,,,
0,fog_s5,rand_smooth,100,0.11,0.12031371757388115,0.022294223308563232,0.2301451563835144,corr,,,,,,
0,fog_s5,cardnet,100,0.14,0.011726817712187764,1.1410749530792237,0.12827318906784058,corr,150.0,0.07,0.7,0.23,,
0,brightness_s3,undefended,100,0.84,0.11334538877010342,0.0010091042518615722,0.941677987575531,corr,,,,,,
0,brightness_s3,undefended_vgg,100,0.86,0.13649792373180397,0.005605149269104004,0.9736736416816711,corr,,,,,,
0,brightness_s3,pgd_at,100,0.5,0.14411712288856507,0.0020815110206604003,0.42047855257987976,corr,,,,,,
0,brightness_s3,trades,100,0.26,0.06294045343995094,0.0010281968116760253,0.2938418686389923,corr,,,,,,
0,brightness_s3,rand_smooth,100,0.53,0.19940663903951641,0.027313382625579835,0.371451199054718,corr,,,,,,
0,brightness_s3,cardnet,100,0.48,0.31535420507192613,0.7426332068443299,0.16464579105377197,corr,88.7300033569336,0.57,0.38,0.05,,
0,brightness_s5,undefended,100,0.69,0.20834398239851004,0.0009625244140625,0.8946979641914368,corr,,,,,,
0,brightness_s5,undefended_vgg,100,0.76,0.20313053458929056,0.007170884609222412,0.9631304740905762,corr,,,,,,
0,brightness_s5,pgd_at,100,0.25,0.14072521954774858,0.0021317219734191895,0.3444860577583313,corr,,,,,,
0,brightness_s5,trades,100,0.09,0.2552206100523472,0.0014556288719177247,0.31515711545944214,corr,,,,,,
0,brightness_s5,rand_smooth,100,0.22,0.14149728730320932,0.024087350368499755,0.35636380314826965,corr,,,,,,
0,brightness_s5,cardnet,100,0.23,0.08577782072126866,0.9206928777694703,0.15979114174842834,corr,113.91999816894531,0.58,0.39,0.03,,
0,contrast_s3,undefended,100,0.21,0.545347117781639,0.0012350678443908691,0.7497747540473938,corr,,,,,,
0,contrast_s3,undefended_vgg,100,0.27,0.43517960697412494,0.005697128772735596,0.6963688731193542,corr,,,,,,
0,contrast_s3,pgd_at,100,0.24,0.1368875528872013,0.0017940235137939454,0.30369651317596436,corr,,,,,,
0,contrast_s3,trades,100,0.19,0.12596790850162506,0.0011487436294555665,0.28022825717926025,corr,,,,,,
0,contrast_s3,rand_smooth,100,0.17,0.18412233278155327,0.025007591247558594,0.3159438669681549,corr,,,,,,
0,contrast_s3,cardnet,100,0.18,0.04088557936251164,0.8529560256004334,0.14570516347885132,corr,130.61000061035156,0.43,0.51,0.06,,
0,contrast_s5,undefended,100,0.15,0.39136583417654036,0.001108424663543701,0.5413658022880554,corr,,,,,,
0,contrast_s5,undefended_vgg,100,0.12,0.3766497354209423,0.003934168815612793,0.4930587708950043,corr,,,,,,
0,contrast_s5,pgd_at,100,0.23,0.1256768724322319,0.0017391657829284668,0.30287203192710876,corr,,,,,,
0,contrast_s5,trades,100,0.16,0.14231658354401588,0.0010564112663269043,0.29044684767723083,corr,,,,,,
0,contrast_s5,rand_smooth,100,0.12,0.23821749106049536,0.02465679168701172,0.3218991756439209,corr,,,,,,
0,contrast_s5,cardnet,100,0.14,0.045206598564982416,1.0034004044532776,0.13772162795066833,corr,150.0,0.22,0.61,0.17,,
0,elastic_transform_s3,undefended,100,0.18,0.6788418054580689,0.0010372591018676758,0.8466108441352844,corr,,,,,,
0,elastic_transform_s3,undefended_vgg,100,0.15,0.7209398677945138,0.0038602375984191895,0.8709398508071899,corr,,,,,,
0,elastic_transform_s3,pgd_at,100,0.48,0.16804695591330523,0.0014763927459716796,0.3525925576686859,corr,,,,,,
0,elastic_transform_s3,trades,100,0.41,0.14861674100160602,0.0008150649070739746,0.26318585872650146,corr,,,,,,
0,elastic_transform_s3,rand_smooth,100,0.45,0.147262841463089,0.023472158908843993,0.33855748176574707,corr,,,,,,
0,elastic_transform_s3,cardnet,100,0.45,0.2951496826857329,0.9106605005264282,0.1548503190279007,corr,135.02999877929688,0.52,0.39,0.09,,
0,elastic_transform_s5,undefended,100,0.12,0.7593047982454301,0.0009345841407775879,0.8793048858642578,corr,,,,,,
0,elastic_transform_s5,undefended_vgg,100,0.16,0.6901538345217705,0.0045919156074523924,0.8501538038253784,corr,,,,,,
0,elastic_transform_s5,pgd_at,100,0.36,0.12143219545483591,0.0015405654907226563,0.33460667729377747,corr,,,,,,
0,elastic_transform_s5,trades,100,0.33,0.09835366263985636,0.0009276390075683594,0.2601461410522461,corr,,,,,,
0,elastic_transform_s5,rand_smooth,100,0.39,0.07371671840548515,0.02342240810394287,0.33701393008232117,corr,,,,,,
0,elastic_transform_s5,cardnet,100,0.34,0.18787016987800598,1.018830680847168,0.15212982892990112,corr,142.50999450683594,0.51,0.36,0.13,,
0,pixelate_s3,undefended,100,0.22,0.5873051902651787,0.0011072850227355957,0.8073051571846008,corr,,,,,,
0,pixelate_s3,undefended_vgg,100,0.35,0.6013241797685622,0.004168181419372558,0.9311394691467285,corr,,,,,,
0,pixelate_s3,pgd_at,100,0.6,0.20550090998411183,0.001341252326965332,0.40553179383277893,corr,,,,,,
0,pixelate_s3,trades,100,0.41,0.14512632459402083,0.0008009219169616699,0.2693648636341095,corr,,,,,,
0,pixelate_s3,rand_smooth,100,0.5,0.12544261917471883,0.02383877515792847,0.3808627426624298,corr,,,,,,
0,pixelate_s3,cardnet,100,0.51,0.35052310839295386,1.0433041763305664,0.1594768911600113,corr,145.52999877929688,0.55,0.36,0.09,,
0,pixelate_s5,undefended,100,0.18,0.6519160318374635,0.0010496234893798827,0.8319160342216492,corr,,,,,,
0,pixelate_s5,undefended_vgg,100,0.24,0.6793449220061303,0.004348599910736084,0.9193448424339294,corr,,,,,,
0,pixelate_s5,pgd_at,100,0.52,0.2056559081375599,0.0014281964302062988,0.35214024782180786,corr,,,,,,
0,pixelate_s5,trades,100,0.43,0.16736790910363197,0.0008424472808837891,0.2644347548484802,corr,,,,,,
0,pixelate_s5,rand_smooth,100,0.42,0.13653712272644042,0.021020636558532715,0.34471800923347473,corr,,,,,,
0,pixelate_s5,cardnet,100,0.44,0.2874375240504742,0.9825000786781312,0.1525624841451645,corr,150.0,0.49,0.4,0.11,,
0,jpeg_compression_s3,undefended,100,0.49,0.3532996687293053,0.0008733487129211426,0.8432996869087219,corr,,,,,,
0,jpeg_compression_s3,undefended_vgg,100,0.51,0.4067607706785201,0.003855392932891846,0.9064823389053345,corr,,,,,,
0,jpeg_compression_s3,pgd_at,100,0.62,0.1671106526255607,0.0014791035652160645,0.460231751203537,corr,,,,,,
0,jpeg_compression_s3,trades,100,0.41,0.1357861641049385,0.0008422088623046875,0.2742138206958771,corr,,,,,,
0,jpeg_compression_s3,rand_smooth,100,0.56,0.17870258256793023,0.022205376625061037,0.4087758958339691,corr,,,,,,
0,jpeg_compression_s3,cardnet,100,0.55,0.3804684318602085,0.83610191822052,0.16953156888484955,corr,123.8499984741211,0.66,0.29,0.05,,
0,jpeg_compression_s5,undefended,100,0.3,0.5040604075789451,0.0008131480216979981,0.8040603399276733,corr,,,,,,
0,jpeg_compression_s5,undefended_vgg,100,0.43,0.44643938243389125,0.003650789260864258,0.8634180426597595,corr,,,,,,
0,jpeg_compression_s5,pgd_at,100,0.66,0.23664169147610664,0.0013447117805480957,0.4291788935661316,corr,,,,,,
0,jpeg_compression_s5,trades,100,0.42,0.1624023336172104,0.0008099055290222167,0.2765404284000397,corr,,,,,,
0,jpeg_compression_s5,rand_smooth,100,0.52,0.20805069088935849,0.02313692569732666,0.39440226554870605,corr,,,,,,
0,jpeg_compression_s5,cardnet,100,0.56,0.39319866560399536,0.9358302903175354,0.1668013334274292,corr,138.97999572753906,0.7,0.24,0.06,,
1,clean,undefended,240,0.9166666666666666,0.056161984925468804,0.0011443376541137695,0.9587699770927429,adv,,,,,,
1,clean,undefended_vgg,240,0.925,0.06273393904169401,0.003876634438832601,0.9825407862663269,adv,,,,,,
1,clean,pgd_at,240,0.6708333333333333,0.18431512620300053,0.001111076275507609,0.4865182340145111,adv,,,,,,
1,clean,trades,240,0.4,0.13234816696494817,0.0006495376427968343,0.2731545865535736,adv,,,,,,
1,clean,rand_smooth,240,0.5916666666666667,0.1940436343972882,0.014310727516810099,0.415182888507843,adv,,,,,,
1,clean,cardnet,240,0.6166666666666667,0.438539661684384,0.4275109012921651,0.1781270056962967,adv,70.37916564941406,0.6333333333333333,0.32083333333333336,0.04583333333333333,,
1,clean,abl_no_fusion,240,0.6166666666666667,0.19984873865420616,0.4275109012921651,0.417853444814682,adv,70.37916564941406,0.9916666666666667,0.008333333333333333,0.0,,
1,clean,abl_no_smooth,240,0.5916666666666667,0.3998997424108287,0.41341037054856616,0.19176693260669708,adv,70.37916564941406,0.7708333333333334,0.2,0.029166666666666667,,
1,clean,abl_single_teacher,240,0.6125,0.4224390032390753,0.4280938257773717,0.19006100296974182,adv,70.37916564941406,0.7083333333333334,0.24166666666666667,0.05,,
1,clean,abl_no_purify,240,0.5916666666666667,0.4144590701597433,0.016304964820543926,0.1772076040506363,adv,0.0,0.6333333333333333,0.30833333333333335,0.058333333333333334,,
1,clean,abl_no_detect,240,0.5958333333333333,0.1813006466254592,0.6303192367156347,0.4158889651298523,adv,100.0,0.9958333333333333,0.004166666666666667,0.0,,
1,fgsm_2,undefended,240,0.24583333333333332,0.6555313615749281,0.0006168435017267863,0.8960321545600891,adv,,,,,,
1,fgsm_2,undefended_vgg,240,0.5708333333333333,0.40537644575039544,0.003184715906778971,0.9718206524848938,adv,,,,,,
1,fgsm_2,pgd_at,240,0.6,0.1473859553535779,0.0009543279806772868,0.45843011140823364,adv,,,,,,
1,fgsm_2,trades,240,0.3625,0.09741822282473243,0.000559769074122111,0.2684054374694824,adv,,,,,,
1,fgsm_2,rand_smooth,240,0.5375,0.14837811297426623,0.016023544470469157,0.4004402160644531,adv,,,,,,
1,fgsm_2,cardnet,240,0.55,0.3760854679470261,0.43479477663834887,0.17391452193260193,adv,77.45417022705078,0.5958333333333333,0.3541666666666667,0.05,,
1,fgsm_4,undefended,240,0.15,0.7536762672166029,0.0006500939528147379,0.9036762118339539,adv,,,,,,
1,fgsm_4,undefended_vgg,240,0.44583333333333336,0.5257705037792524,0.0033808221419652303,0.9716037511825562,adv,,,,,,
1,fgsm_4,pgd_at,240,0.5333333333333333,0.10284385327249766,0.0010769466559092204,0.4358725845813751,adv,,,,,,
1,fgsm_4,trades,240,0.325,0.08809140771627427,0.0006159067153930664,0.2646555006504059,adv,,,,,,
1,fgsm_4,rand_smooth,240,0.4666666666666667,0.09084224638839562,0.015019723773002624,0.38665831089019775,adv,,,,,,
1,fgsm_4,cardnet,240,0.4875,0.3164653503956894,0.46171176930268604,0.17103464901447296,adv,82.9124984741211,0.5916666666666667,0.3625,0.04583333333333333,,
1,fgsm_8,undefended,240,0.12083333333333333,0.740730545297265,0.0005408296982447306,0.8591769933700562,adv,,,,,,
1,fgsm_8,undefended_vgg,240,0.3541666666666667,0.5985943733404081,0.0029023398955663046,0.9413927793502808,adv,,,,,,
1,fgsm_8,pgd_at,240,0.3333333333333333,0.097032025270164,0.0008872240781784057,0.41437920928001404,adv,,,,,,
1,fgsm_8,trades,240,0.26666666666666666,0.04570063290496666,0.0005948414405186971,0.2594659626483917,adv,,,,,,
1,fgsm_8,rand_smooth,240,0.3416666666666667,0.0750264182065924,0.014358816544214885,0.37079283595085144,adv,,,,,,
1,fgsm_8,cardnet,240,0.4,0.23429539020483697,0.5021269977092743,0.1657046228647232,adv,96.08333587646484,0.5625,0.3458333333333333,0.09166666666666666,,
1,pgd10_2,undefended,240,0.016666666666666666,0.9801008840401968,0.0010300536950429281,0.9952373504638672,adv,,,,,,
1,pgd10_2,undefended_vgg,240,0.30416666666666664,0.6972816156844297,0.004421065251032512,0.985021710395813,adv,,,,,,
1,pgd10_2,pgd_at,240,0.5958333333333333,0.1427045468861858,0.0015610665082931518,0.4581194519996643,adv,,,,,,
1,pgd10_2,trades,240,0.3625,0.09747776507089534,0.0009494851032892863,0.2683364748954773,adv,,,,,,
1,pgd10_2,rand_smooth,240,0.5291666666666667,0.14461527174959582,0.02339114248752594,0.401084840297699,adv,,,,,,
1,pgd10_2,cardnet,240,0.55,0.3760056044595937,0.6833511263132095,0.17399437725543976,adv,77.90833282470703,0.6125,0.3375,0.05,,
1,pgd10_4,undefended,240,0.0,0.9987183138728142,0.000944778323173523,0.9987183809280396,adv,,,,,,
1,pgd10_4,undefended_vgg,240,0.075,0.9118496414273977,0.00402587354183197,0.9832521080970764,adv,,,,,,
1,pgd10_4,pgd_at,240,0.5125,0.09205945959935587,0.0013530413309733073,0.4351305067539215,adv,,,,,,
1,pgd10_4,trades,240,0.325,0.08820809678484998,0.0008104523022969564,0.26445990800857544,adv,,,,,,
1,pgd10_4,rand_smooth,240,0.4708333333333333,0.09011787511408327,0.021550408005714415,0.39041417837142944,adv,,,,,,
1,pgd10_4,cardnet,240,0.5125,0.3411936086292069,0.581847361723582,0.17130638659000397,adv,82.55833435058594,0.575,0.36666666666666664,0.058333333333333334,,
1,pgd10_8,undefended,240,0.0,0.9999986117084821,0.0010819425185521444,0.9999986290931702,adv,,,,,,
1,pgd10_8,undefended_vgg,240,0.0,0.9999524161219597,0.0043534964323043825,0.9999523758888245,adv,,,,,,
1,pgd10_8,pgd_at,240,0.3,0.1266678356875976,0.0015938282012939453,0.4222802519798279,adv,,,,,,
1,pgd10_8,trades,240,0.25416666666666665,0.04599841882785161,0.0010398189226786295,0.25942718982696533,adv,,,,,,
1,pgd10_8,rand_smooth,240,0.32083333333333336,0.07659865642587343,0.024830867846806843,0.3818454146385193,adv,,,,,,
1,pgd10_8,cardnet,240,0.38333333333333336,0.216432639490813,0.5767768174409866,0.16690069437026978,adv,96.59166717529297,0.5666666666666667,0.36666666666666664,0.06666666666666667,,
1,pgd10_8,abl_no_fusion,240,0.38333333333333336,0.06606284733861684,0.5767768174409866,0.38556092977523804,adv,96.59166717529297,0.9958333333333333,0.004166666666666667,0.0,,
1,pgd10_8,abl_no_smooth,240,0.22083333333333333,0.049434378184378146,0.5575207531452179,0.18223866820335388,adv,96.59166717529297,0.725,0.24583333333333332,0.029166666666666667,,
1,pgd10_8,abl_single_teacher,240,0.4125,0.2361914577273031,0.580482300122579,0.1763085424900055,adv,96.59166717529297,0.6416666666666667,0.29583333333333334,0.0625,,
1,pgd10_8,abl_no_purify,240,0.31666666666666665,0.15028970803444586,0.023324082295099895,0.1663769632577896,adv,0.0,0.5833333333333334,0.3416666666666667,0.075,,
1,pgd10_8,abl_no_detect,240,0.4,0.09620569671193761,0.641276611884435,0.3881945312023163,adv,100.0,0.9958333333333333,0.004166666666666667,0.0,,
1,pgd40_8,undefended,240,0.0,1.0,0.0008817692597707113,1.0,adv,,,,,,
1,pgd40_8,undefended_vgg,240,0.0,0.9999846071004868,0.003807663917541504,0.999984622001648,adv,,,,,,
1,pgd40_8,pgd_at,240,0.2875,0.1382294721901417,0.0013515174388885498,0.4257294833660126,adv,,,,,,
1,pgd40_8,trades,240,0.25,0.05025165242453417,0.0008577376604080201,0.259472519159317,adv,,,,,,
1,pgd40_8,rand_smooth,240,0.30416666666666664,0.10408801498512428,0.02147074043750763,0.3879346251487732,adv,,,,,,
1,pgd40_8,cardnet,240,0.4083333333333333,0.24130429380262894,0.6632477919260661,0.16702903807163239,adv,100.05833435058594,0.6083333333333333,0.32083333333333336,0.07083333333333333,,
